bill_id,URL,Congress,Title
"H.R. 1649",https://www.congress.gov/bill/118th-congress/house-bill/1649,"118th Congress (2023-2024)","To direct the Attorney General to establish a grant program to provide for the qualified accreditation and re-certification of local law enforcement agencies, and for other purposes."
"H.R. 1648",https://www.congress.gov/bill/118th-congress/house-bill/1648,"118th Congress (2023-2024)","To establish a grant program for use of ""internet of things"" technologies in airports, and for other purposes."
"H.R. 1647",https://www.congress.gov/bill/118th-congress/house-bill/1647,"118th Congress (2023-2024)","To redesignate the Salem Maritime National Historic Site as the ""Salem Maritime National Historical Park"", and for the purposes."
"H.R. 1646",https://www.congress.gov/bill/118th-congress/house-bill/1646,"118th Congress (2023-2024)","To amend the Federal Meat Inspection Act and the Poultry Products Inspection Act to allow the interstate sale of State-inspected meat and poultry, and for other purposes."
"H.R. 1645",https://www.congress.gov/bill/118th-congress/house-bill/1645,"118th Congress (2023-2024)","To amend the Agricultural Research, Extension, and Education Reform Act of 1998 to direct the Secretary of Agriculture to establish a national biochar research network, and for other purposes."
"H.R. 1644",https://www.congress.gov/bill/118th-congress/house-bill/1644,"118th Congress (2023-2024)","To amend the Small Business Act to require a report on 7(a) agents, and for other purposes."
"H.R. 1643",https://www.congress.gov/bill/118th-congress/house-bill/1643,"118th Congress (2023-2024)","To establish the National Office of New Americans, to reduce obstacles to United States citizenship, to support the integration of immigrants into the social, cultural, economic, and civic life of the United States, and for other purposes."
"H.R. 1642",https://www.congress.gov/bill/118th-congress/house-bill/1642,"118th Congress (2023-2024)","To amend the Federal Lands Recreation Enhancement Act to provide for an annual National Recreational Pass for law enforcement officers and firefighters."
"H.R. 1641",https://www.congress.gov/bill/118th-congress/house-bill/1641,"118th Congress (2023-2024)","To amend title 39, United States Code, to enhance the administrative subpoena authority of the United States Postal Service, and for other purposes."
"H.R. 1640",https://www.congress.gov/bill/118th-congress/house-bill/1640,"118th Congress (2023-2024)","To prohibit the Secretary of Energy from finalizing, implementing, or enforcing the proposed rule titled ""Energy Conservation Program: Energy Conservation Standards for Consumer Conventional Cooking Products"", and for other purposes."
"H.R. 1639",https://www.congress.gov/bill/118th-congress/house-bill/1639,"118th Congress (2023-2024)","To direct the Secretary of Veterans Affairs to establish the Zero Suicide Initiative pilot program of the Department of Veterans Affairs."
"H.R. 1638",https://www.congress.gov/bill/118th-congress/house-bill/1638,"118th Congress (2023-2024)","To amend title XVIII of the Social Security Act to improve access to mental health services under the Medicare program."
"H.R. 1637",https://www.congress.gov/bill/118th-congress/house-bill/1637,"118th Congress (2023-2024)","To recommend that the Center for Medicare and Medicaid Innovation test the effect of a dementia care management model, and for other purposes."
"H.R. 1636",https://www.congress.gov/bill/118th-congress/house-bill/1636,"118th Congress (2023-2024)","To amend title 39, United States Code, to maintain certain service standards for first-class mail, and for other purposes."
"H.R. 1635",https://www.congress.gov/bill/118th-congress/house-bill/1635,"118th Congress (2023-2024)","To amend title 38, United States Code, to increase the amount of survivors' and dependents' educational assistance provided to an eligible individual pursuing a program of education at an institution in the Republic of the Philippines."
"H.R. 1634",https://www.congress.gov/bill/118th-congress/house-bill/1634,"118th Congress (2023-2024)","To amend title XIX of the Social Security Act to cover physician services delivered by podiatric physicians to ensure access by Medicaid beneficiaries to appropriate quality foot and ankle care, to amend title XVIII of such Act to modify the requirements for diabetic shoes to be included under Medicare, and for other purposes."
"H.R. 1633",https://www.congress.gov/bill/118th-congress/house-bill/1633,"118th Congress (2023-2024)","To enhance safety requirements for trains transporting hazardous materials, and for other purposes."
"H.R. 1632",https://www.congress.gov/bill/118th-congress/house-bill/1632,"118th Congress (2023-2024)","To eliminate taxpayer funding for the partisan broadcasting outlets known as National Public Radio and the Public Broadcasting Service, and for other purposes."
"H.R. 1631",https://www.congress.gov/bill/118th-congress/house-bill/1631,"118th Congress (2023-2024)","To amend title 17, United States Code, to reaffirm the importance of, and include requirements for, works incorporated by reference into law, and for other purposes."
"H.R. 1630",https://www.congress.gov/bill/118th-congress/house-bill/1630,"118th Congress (2023-2024)","To establish competitive Federal grants that will empower community colleges and minority-serving institutions to become incubators for infant and toddler child care talent, training, and access on their campuses and in their communities, and for other purposes."
"H.R. 1629",https://www.congress.gov/bill/118th-congress/house-bill/1629,"118th Congress (2023-2024)","To make hemp, cannabidiol derived from hemp, and any other ingredient derived from hemp lawful for use under the Federal Food, Drug, and Cosmetic Act as a dietary ingredient in a dietary supplement, and for other purposes."
"H.R. 1628",https://www.congress.gov/bill/118th-congress/house-bill/1628,"118th Congress (2023-2024)","To authorize the regulation of interstate commerce with respect to food containing cannabidiol derived from hemp, and for other purposes."
"H.R. 1627",https://www.congress.gov/bill/118th-congress/house-bill/1627,"118th Congress (2023-2024)","To amend title 18, United States Code, to make the murder of a Federal, State, or local law enforcement officer a crime punishable by life in prison or death."
"H.R. 1626",https://www.congress.gov/bill/118th-congress/house-bill/1626,"118th Congress (2023-2024)","To amend the Higher Education Act of 1965 to provide for certain freedom of association protections, and for other purposes."
"H.R. 1625",https://www.congress.gov/bill/118th-congress/house-bill/1625,"118th Congress (2023-2024)","To amend title 5, United States Code, to establish St. Patrick's Day as a Federal holiday."
"H.R. 1624",https://www.congress.gov/bill/118th-congress/house-bill/1624,"118th Congress (2023-2024)","To amend the Animal Welfare Act to provide for the humane treatment of dogs, and for other purposes."
"H.R. 1623",https://www.congress.gov/bill/118th-congress/house-bill/1623,"118th Congress (2023-2024)","To amend the Homeland Security Act of 2002 to exclude certain propane storage facilities from certain chemical security standards under the Department of Homeland Security, and for other purposes."
"H.R. 1622",https://www.congress.gov/bill/118th-congress/house-bill/1622,"118th Congress (2023-2024)","To prohibit the mass cancellation of student loans."
"H.R. 1621",https://www.congress.gov/bill/118th-congress/house-bill/1621,"118th Congress (2023-2024)","To authorize a national memorial to commemorate those whose lives were lost to COVID-19 and those who helped the country to recover, and for other purposes."
"H.R. 1620",https://www.congress.gov/bill/118th-congress/house-bill/1620,"118th Congress (2023-2024)","To promote affordable access to evidence-based opioid treatments under the Medicare program and require coverage of medication assisted treatment for opioid use disorders, opioid overdose reversal medications, and recovery support services by health plans without cost-sharing requirements."
"H.R. 1619",https://www.congress.gov/bill/118th-congress/house-bill/1619,"118th Congress (2023-2024)","To amend the Richard B. Russell National School Lunch Act to require schools to provide fluid milk substitutes upon request of a student or the parent or guardian of such student, and for other purposes."
"H.R. 1618",https://www.congress.gov/bill/118th-congress/house-bill/1618,"118th Congress (2023-2024)","To establish the Commission on Sustaining Medicare and Social Security, and for other purposes."
"H.R. 1617",https://www.congress.gov/bill/118th-congress/house-bill/1617,"118th Congress (2023-2024)","To amend title XVIII of the Social Security Act to add physical therapists to the list of providers allowed to utilize locum tenens arrangements under Medicare."
"H.R. 1616",https://www.congress.gov/bill/118th-congress/house-bill/1616,"118th Congress (2023-2024)","To address research on, and improve access to, supportive services for individuals with Long COVID."
"H.R. 1615",https://www.congress.gov/bill/118th-congress/house-bill/1615,"118th Congress (2023-2024)","To prohibit the use of Federal funds to ban gas stoves."
"H.R. 1614",https://www.congress.gov/bill/118th-congress/house-bill/1614,"118th Congress (2023-2024)","To facilitate the creation of designated shooting ranges on National Forest System land and public land administered by the Bureau of Land Management for the public to use for recreational target shooting, and for other purposes."
"H.R. 1613",https://www.congress.gov/bill/118th-congress/house-bill/1613,"118th Congress (2023-2024)","To amend title XIX of the Social Security Act to improve transparency and prevent the use of abusive spread pricing and related practices in the Medicaid program."
"H.R. 1612",https://www.congress.gov/bill/118th-congress/house-bill/1612,"118th Congress (2023-2024)","To amend the Fair Labor Standards Act of 1938 to revise the definition of the term ""tipped employee"", and for other purposes."
"H.R. 1611",https://www.congress.gov/bill/118th-congress/house-bill/1611,"118th Congress (2023-2024)","To amend the Wild and Scenic Rivers Act to designate certain segments of the Gila River system in the State of New Mexico as components of the National Wild and Scenic Rivers System, to provide for the transfer of administrative jurisdiction over certain Federal land in the State of New Mexico, and for other purposes."
"H.R. 1610",https://www.congress.gov/bill/118th-congress/house-bill/1610,"118th Congress (2023-2024)","To amend title XVIII of the Social Security Act to provide Medicare coverage for all physicians' services furnished by doctors of chiropractic within the scope of their license, and for other purposes."
"H.R. 1609",https://www.congress.gov/bill/118th-congress/house-bill/1609,"118th Congress (2023-2024)","To amend title 38, United States Code, to adjust the effective date of certain reductions and discontinuances of compensation, dependency and indemnity compensation, and pension under the laws administered by the Secretary of Veterans Affairs."
"H.R. 1608",https://www.congress.gov/bill/118th-congress/house-bill/1608,"118th Congress (2023-2024)","To amend the Clean Air Act with respect to the ethanol waiver for Reid Vapor Pressure under that Act, and for other purposes."
"H.R. 1607",https://www.congress.gov/bill/118th-congress/house-bill/1607,"118th Congress (2023-2024)","To clarify jurisdiction with respect to certain Bureau of Reclamation pumped storage development, and for other purposes."
"H.R. 1606",https://www.congress.gov/bill/118th-congress/house-bill/1606,"118th Congress (2023-2024)","To amend the Small Business Act to codify the Boots to Business Program, and for other purposes."
"H.R. 1605",https://www.congress.gov/bill/118th-congress/house-bill/1605,"118th Congress (2023-2024)","To authorize the President to provide disaster assistance to States and Indian Tribes under a major disaster recovery program, and for other purposes."
"H.R. 1604",https://www.congress.gov/bill/118th-congress/house-bill/1604,"118th Congress (2023-2024)","To amend the Federal Meat Inspection Act to modify requirements for a meat food product of cattle to bear a ""Product of U.S.A."" label, and for other purposes."
"H.R. 1603",https://www.congress.gov/bill/118th-congress/house-bill/1603,"118th Congress (2023-2024)","To repeal provisions of Public Law 117-169 relating to taxpayer subsidies for home electrification, and for other purposes."
"H.R. 1602",https://www.congress.gov/bill/118th-congress/house-bill/1602,"118th Congress (2023-2024)","To repeal title IV of the Economic Growth, Regulatory Relief, and Consumer Protection Act."
"H.R. 1601",https://www.congress.gov/bill/118th-congress/house-bill/1601,"118th Congress (2023-2024)","To amend title 18, United States Code, to increase the length of the post-employment ban on lobbying of Members, officers, or employees of Congress by former Members of Congress."
"H.R. 1600",https://www.congress.gov/bill/118th-congress/house-bill/1600,"118th Congress (2023-2024)","To amend the Fair Labor Standards Act of 1938 to prohibit certain practices by employers relating to restrictions on discussion of employees' and prospective employees' salary and benefit history, and for other purposes."
"H.R. 1599",https://www.congress.gov/bill/118th-congress/house-bill/1599,"118th Congress (2023-2024)","To amend the Fair Labor Standards Act to require an employer providing an employment opportunity to disclose the wage range for such employment opportunity to employees and applicants for employment, and for other purposes."
"H.R. 1598",https://www.congress.gov/bill/118th-congress/house-bill/1598,"118th Congress (2023-2024)","To amend the Fair Labor Standards Act of 1938 to prohibit discrimination in the payment of wages on account of sex, race, or national origin, and for other purposes."
"H.R. 1597",https://www.congress.gov/bill/118th-congress/house-bill/1597,"118th Congress (2023-2024)","To amend the Controlled Substances Act with respect to a penalty for illicit fentanyl and fentanyl-related substances."
"H.R. 1596",https://www.congress.gov/bill/118th-congress/house-bill/1596,"118th Congress (2023-2024)","To amend the Economic Growth, Regulatory Relief, and Consumer Protection Act to repeal the exemption from enhanced supervision and prudential standards applicable to bank holding companies with total consolidated assets between $50,000,000,000 and $250,000,000,000."
"H.R. 1595",https://www.congress.gov/bill/118th-congress/house-bill/1595,"118th Congress (2023-2024)","To amend the Omnibus Crime Control and Safe Streets Act of 1968 to provide for grants for State firearms dealer licensing programs, and for other purposes."
"H.R. 1594",https://www.congress.gov/bill/118th-congress/house-bill/1594,"118th Congress (2023-2024)","To amend the Internal Revenue Code of 1986 to eliminate lead oxide, antimony, and sulfuric acid as taxable chemicals under the Superfund excise taxes."
"H.R. 1593",https://www.congress.gov/bill/118th-congress/house-bill/1593,"118th Congress (2023-2024)","To amend title 54, United States Code, to authorize the Secretary of the Interior to make financial assistance to States under the Land and Water Conservation Fund available for water quality projects, and for other purposes."
"H.R. 1592",https://www.congress.gov/bill/118th-congress/house-bill/1592,"118th Congress (2023-2024)","To require the inspector general of the Department of Transportation to conduct an audit on the use of Federal funds by certain entities providing public transportation, and for other purposes."
"H.R. 1591",https://www.congress.gov/bill/118th-congress/house-bill/1591,"118th Congress (2023-2024)","To amend section 7014 of the Elementary and Secondary Education Act of 1965 to advance toward full Federal funding for impact aid, and for other purposes."
"H.R. 1590",https://www.congress.gov/bill/118th-congress/house-bill/1590,"118th Congress (2023-2024)","To designate the clinic of the Department of Veterans Affairs in Gallup, New Mexico, as the Hiroshi ""Hershey"" Miyamura VA Clinic."
"H.R. 1589",https://www.congress.gov/bill/118th-congress/house-bill/1589,"118th Congress (2023-2024)","To amend the Richard B. Russell National School Lunch Act to improve nutrition in tribal areas, and for other purposes."
"H.R. 1588",https://www.congress.gov/bill/118th-congress/house-bill/1588,"118th Congress (2023-2024)","To establish an AmeriCorps Administration to carry out the national and volunteer service programs, to expand participation in such programs, and for other purposes."
"H.R. 1587",https://www.congress.gov/bill/118th-congress/house-bill/1587,"118th Congress (2023-2024)","To provide for appropriate cost-sharing for individuals 26 years of age or younger for insulin products covered under private health plans and Medicaid."
"H.R. 1586",https://www.congress.gov/bill/118th-congress/house-bill/1586,"118th Congress (2023-2024)","To allow the Secretary of the Interior and the Secretary of Agriculture to use a fire retardant, chemical, or water for fire suppression, control, or prevention activities."
"H.R. 1585",https://www.congress.gov/bill/118th-congress/house-bill/1585,"118th Congress (2023-2024)","To require a State receiving funds pursuant to title II of the Elementary and Secondary Education Act of 1965 to implement a State policy to prohibit a school employee from conducting certain social gender transition interventions."
"H.R. 1584",https://www.congress.gov/bill/118th-congress/house-bill/1584,"118th Congress (2023-2024)","To establish Plum Island, New York, as a national monument."
"H.R. 1583",https://www.congress.gov/bill/118th-congress/house-bill/1583,"118th Congress (2023-2024)","To amend title 18, United States Code, to prohibit interfering with voter registration, and for other purposes."
"H.R. 1582",https://www.congress.gov/bill/118th-congress/house-bill/1582,"118th Congress (2023-2024)","To amend the Internal Revenue Code of 1986 to treat certain amounts paid for physical activity, fitness, and exercise as amounts paid for medical care."
"H.R. 1581",https://www.congress.gov/bill/118th-congress/house-bill/1581,"118th Congress (2023-2024)","To amend the Food and Nutrition Act of 2008 to standardize work requirements for able-bodied adults enrolled in the supplemental nutrition assistance program."
"H.R. 1580",https://www.congress.gov/bill/118th-congress/house-bill/1580,"118th Congress (2023-2024)","To amend the Controlled Substances Act with respect to the scheduling of fentanyl-related substances, and for other purposes."
"H.R. 1579",https://www.congress.gov/bill/118th-congress/house-bill/1579,"118th Congress (2023-2024)","To amend the Securities Act of 1933 and the Dodd-Frank Wall Street Reform and Consumer Protection Act with respect to the definition of accredited investor, and for other purposes."
"H.R. 1578",https://www.congress.gov/bill/118th-congress/house-bill/1578,"118th Congress (2023-2024)","To provide grants to States to ensure that all students in the middle grades are taught an academically rigorous curriculum with effective supports so that students complete the middle grades prepared for success in secondary school and postsecondary endeavors, to improve State and local educational agency policies and programs relating to the academic achievement of students in the middle grades, to develop and implement effective middle grades models for struggling students, and for other purposes."
"H.R. 1577",https://www.congress.gov/bill/118th-congress/house-bill/1577,"118th Congress (2023-2024)","To amend the National Environmental Policy Act of 1969 to clarify ambiguous provisions, reflect modern technologies, optimize interagency coordination, and facilitate a more efficient, effective, and timely environmental review process."
"H.R. 1576",https://www.congress.gov/bill/118th-congress/house-bill/1576,"118th Congress (2023-2024)","To provide exceptions from permitting and fee requirements for content creation, regardless of distribution platform, including still photography, digital or analog video, and digital or analog audio recording activities, conducted on land under the jurisdiction of the Secretary of Agriculture and the Secretary of the Interior, and for other purposes."
"H.R. 1575",https://www.congress.gov/bill/118th-congress/house-bill/1575,"118th Congress (2023-2024)","To require the Secretary of Health and Human Services to award grants to pregnancy-help organizations."
"H.R. 1574",https://www.congress.gov/bill/118th-congress/house-bill/1574,"118th Congress (2023-2024)","To amend the Securities Act of 1933 to permit an individual to invest in private issuers upon acknowledging the investment risks, and for other purposes."
"H.R. 1573",https://www.congress.gov/bill/118th-congress/house-bill/1573,"118th Congress (2023-2024)","To require the Secretary of Education to accept certain documentation from the Department of Defense as proof of employment for purposes of the public service loan forgiveness program."
"H.R. 1572",https://www.congress.gov/bill/118th-congress/house-bill/1572,"118th Congress (2023-2024)","To award a Congressional Gold Medal to the female telephone operators of the Army Signal Corps, known as the ""Hello Girls""."
"H.R. 1571",https://www.congress.gov/bill/118th-congress/house-bill/1571,"118th Congress (2023-2024)","To amend the Personal Responsibility and Work Opportunity Act of 1996 to provide certain Federal public benefits to citizens of the Federated States of Micronesia, the Republic of the Marshall Islands, and the Republic of Palau who are lawfully residing in the United States if they are otherwise qualified, consistent with section 141 of the Compacts of Free Association."
"H.R. 1570",https://www.congress.gov/bill/118th-congress/house-bill/1570,"118th Congress (2023-2024)","To enhance mental health and psychosocial support within United States development and humanitarian assistance programs."
"H.R. 1569",https://www.congress.gov/bill/118th-congress/house-bill/1569,"118th Congress (2023-2024)","To prohibit the Secretary of the Interior from issuing leases to certain entities affiliated with the Chinese Communist Party, and for other purposes."
"H.R. 1568",https://www.congress.gov/bill/118th-congress/house-bill/1568,"118th Congress (2023-2024)","To amend the Tariff Act of 1930 to protect personally identifiable information, and for other purposes."
"H.R. 1567",https://www.congress.gov/bill/118th-congress/house-bill/1567,"118th Congress (2023-2024)","To require that the Secretary of Agriculture and the Secretary of the Interior submit accurate reports regarding hazardous fuels reduction activities, and for other purposes."
"H.R. 1566",https://www.congress.gov/bill/118th-congress/house-bill/1566,"118th Congress (2023-2024)","To permit employees of the House of Representatives who are authorized to possess certain weapons in the District of Columbia to bring such weapons into House Office Buildings for secure storage, and for other purposes."
"H.R. 1565",https://www.congress.gov/bill/118th-congress/house-bill/1565,"118th Congress (2023-2024)","To amend title XVIII of the Social Security Act to remove the 96-hour physician certification requirement for inpatient critical access hospital services."
"H.R. 1564",https://www.congress.gov/bill/118th-congress/house-bill/1564,"118th Congress (2023-2024)","To direct the Secretary of State to submit to Congress a report on the designation of the Gulf Cartel, the Cartel Del Noreste, the Cartel de Sinaloa, and the Cartel de Jalisco Nueva Generacion as foreign terrorist organizations, and for other purposes."
"H.R. 1563",https://www.congress.gov/bill/118th-congress/house-bill/1563,"118th Congress (2023-2024)","To prohibit contributions to the United Nations Human Rights Council, and for other purposes."
"H.R. 1562",https://www.congress.gov/bill/118th-congress/house-bill/1562,"118th Congress (2023-2024)","To amend the Internal Revenue Code of 1986 to repeal certain credits."
"H.R. 1561",https://www.congress.gov/bill/118th-congress/house-bill/1561,"118th Congress (2023-2024)","To allow States to elect to observe year-round daylight saving time, and for other purposes."
"H.R. 1560",https://www.congress.gov/bill/118th-congress/house-bill/1560,"118th Congress (2023-2024)","To exempt from the Lacey Act and the Lacey Act Amendments of 1981 certain water transfers between any of the States of Texas, Arkansas, and Louisiana, and for other purposes."
"H.R. 1559",https://www.congress.gov/bill/118th-congress/house-bill/1559,"118th Congress (2023-2024)","To direct the Secretary of the Interior to issue an oil and gas leasing program under section 18 of the Outer Continental Shelf Lands Act, and for other purposes."
"H.R. 1558",https://www.congress.gov/bill/118th-congress/house-bill/1558,"118th Congress (2023-2024)","To amend the Endangered Species Act of 1973 to provide that nonnative species in the United States shall not be treated as endangered species or threatened species for purposes of that Act."
"H.R. 1557",https://www.congress.gov/bill/118th-congress/house-bill/1557,"118th Congress (2023-2024)","To require the Secretary of Health and Human Services to submit a report on the interoperability of medical devices."
"H.R. 1556",https://www.congress.gov/bill/118th-congress/house-bill/1556,"118th Congress (2023-2024)","To amend the Federal Water Pollution Control Act to modify the definition of navigable waters, and for other purposes."
"H.R. 1555",https://www.congress.gov/bill/118th-congress/house-bill/1555,"118th Congress (2023-2024)","To designate the facility of the United States Postal Service located at 2300 Sylvan Avenue in Modesto, California, as the ""Corporal Michael D. Anderson Jr. Post Office Building""."
"H.R. 1554",https://www.congress.gov/bill/118th-congress/house-bill/1554,"118th Congress (2023-2024)","To amend the Internal Revenue Code of 1986 to provide the work opportunity tax credit with respect to the hiring of veterans in the field of renewable energy."
"H.R. 1553",https://www.congress.gov/bill/118th-congress/house-bill/1553,"118th Congress (2023-2024)","To require the Securities and Exchange Commission to revise rules relating to general solicitation or general advertising to allow for presentations or other communication made by or on behalf of an issuer at certain events, and for other purposes."
"H.R. 1552",https://www.congress.gov/bill/118th-congress/house-bill/1552,"118th Congress (2023-2024)","To amend title 18, United States Code, to require affirmative consent from the governing body of certain Indian Tribes for jurisdiction to be conferred on the State of Kansas over offenses committed on the reservations of such Indian Tribes, and for other purposes."
"H.R. 1551",https://www.congress.gov/bill/118th-congress/house-bill/1551,"118th Congress (2023-2024)","To amend title XIX of the Social Security Act to implement a minimum work requirement for able-bodied adults enrolled in State Medicaid programs."
"H.R. 1550",https://www.congress.gov/bill/118th-congress/house-bill/1550,"118th Congress (2023-2024)","To amend the Food and Nutrition Act of 2008 to restore and standardize work requirements for able-bodied adults enrolled in the supplemental nutrition assistance program."
"H.R. 1549",https://www.congress.gov/bill/118th-congress/house-bill/1549,"118th Congress (2023-2024)","To amend the Controlled Substances Act to prohibit the knowing possession of a pill press mold with intent to manufacture in violation of such Act a counterfeit substance in schedule I or II in a capsule, tablet, and other form intended for distribution, and for other purposes."
"H.R. 1548",https://www.congress.gov/bill/118th-congress/house-bill/1548,"118th Congress (2023-2024)","To amend the Securities Exchange Act of 1934 to specify that actions of the Advocate for Small Business Capital Formation are not a collection of information under the Paperwork Reduction Act."
"H.R. 1547",https://www.congress.gov/bill/118th-congress/house-bill/1547,"118th Congress (2023-2024)","To direct the Secretary of Transportation to conduct a study on the costs and benefits of commuter rail passenger transportation involving transfers, and for other purposes."
"H.R. 1546",https://www.congress.gov/bill/118th-congress/house-bill/1546,"118th Congress (2023-2024)","To prohibit the use of funds to implement any obligations of the United States under the World Health Organization's Global Pandemic Treaty."
"H.R. 1545",https://www.congress.gov/bill/118th-congress/house-bill/1545,"118th Congress (2023-2024)","To amend the Internal Revenue Code of 1986 to exclude from gross income certain income from providing real propoerty insurance following certain federally declared disasters."
"H.R. 1544",https://www.congress.gov/bill/118th-congress/house-bill/1544,"118th Congress (2023-2024)","To adjust the boundary of Big Bend National Park in the State of Texas, and for other purposes."
"H.R. 1543",https://www.congress.gov/bill/118th-congress/house-bill/1543,"118th Congress (2023-2024)","To direct the Secretary of Labor to ensure that the database relating to investigations under the Fair Labor Standards Act of 1938 is language accessible, and for other purposes."
"H.R. 1542",https://www.congress.gov/bill/118th-congress/house-bill/1542,"118th Congress (2023-2024)","To prohibit Secretary of Homeland Security Alejandro N. Mayorkas from flying on a Federal executive aircraft."
"H.R. 1541",https://www.congress.gov/bill/118th-congress/house-bill/1541,"118th Congress (2023-2024)","To amend the Small Business Act to include requirements relating to apprenticeship program assistance for small business development centers, and for other purposes."
"H.R. 1540",https://www.congress.gov/bill/118th-congress/house-bill/1540,"118th Congress (2023-2024)","To establish a means-tested assistance program for national flood insurance program policyholders, and for other purposes."
"H.R. 1539",https://www.congress.gov/bill/118th-congress/house-bill/1539,"118th Congress (2023-2024)","To amend the Richard B. Russell National School Lunch Act to require schools to provide fluid milk substitutes upon request of a student or the parent or guardian of such student, and for other purposes."
"H.R. 1538",https://www.congress.gov/bill/118th-congress/house-bill/1538,"118th Congress (2023-2024)","To amend the Small Business Act to provide for contracting preferences and other benefits for emerging business enterprises, and for other purposes."
"H.R. 1537",https://www.congress.gov/bill/118th-congress/house-bill/1537,"118th Congress (2023-2024)","To amend the William Wilberforce Trafficking Victims Protection Act of 2008 to transfer the custody of an unaccompanied alien child to the Secretary of Health and Human Services or such child's parent or legal guardian."
"H.R. 1536",https://www.congress.gov/bill/118th-congress/house-bill/1536,"118th Congress (2023-2024)","To amend the Internal Revenue Code of 1986 to allow employers a credit against income tax for employees who participate in qualified apprenticeship programs."
"H.R. 1535",https://www.congress.gov/bill/118th-congress/house-bill/1535,"118th Congress (2023-2024)","To preserve expiring employment-based visas, and make them available for issuance during fiscal year 2024."
"H.R. 1534",https://www.congress.gov/bill/118th-congress/house-bill/1534,"118th Congress (2023-2024)","To establish the Dolores River National Conservation Area and the Dolores River Special Management Area in the State of Colorado, to protect private water rights in the State, and for other purposes."
